Frame,Pelvis_X,Pelvis_Y,Pelvis_Z,L_Hip_X,L_Hip_Y,L_Hip_Z,L_Knee_X,L_Knee_Y,L_Knee_Z,L_Ankle_X,L_Ankle_Y,L_Ankle_Z,L_Toe_X,L_Toe_Y,L_Toe_Z,R_Hip_X,R_Hip_Y,R_Hip_Z,R_Knee_X,R_Knee_Y,R_Knee_Z,R_Ankle_X,R_Ankle_Y,R_Ankle_Z,R_Toe_X,R_Toe_Y,R_Toe_Z
1.000000,0.190580,-0.291620,0.900480,0.192570,-0.206700,0.777310,0.143130,-0.181310,0.374020,-0.207410,-0.209370,0.204020,-0.221570,-0.215480,0.061550,0.213640,-0.393500,0.804180,0.416160,-0.357160,0.448020,0.387840,-0.328740,0.066000,0.523810,-0.342270,0.015160
2.000000,0.200460,-0.292110,0.901610,0.203050,-0.207410,0.778250,0.161310,-0.181160,0.374250,-0.190480,-0.208410,0.207890,-0.205520,-0.214340,0.065210,0.223750,-0.394210,0.805370,0.422210,-0.357320,0.447250,0.388460,-0.328350,0.065850,0.523790,-0.342250,0.014480
3.000000,0.210300,-0.292610,0.902890,0.213420,-0.208070,0.779400,0.179500,-0.180990,0.374880,-0.173050,-0.207430,0.211260,-0.188330,-0.213150,0.068420,0.233810,-0.394890,0.806630,0.427820,-0.357450,0.446540,0.389000,-0.328000,0.065740,0.523710,-0.342230,0.013940
4.000000,0.220100,-0.293120,0.904350,0.223660,-0.208660,0.780760,0.197710,-0.180810,0.375920,-0.155180,-0.206410,0.214100,-0.170090,-0.211930,0.071130,0.243790,-0.395520,0.808000,0.433030,-0.357550,0.445920,0.389440,-0.327700,0.065670,0.523600,-0.342200,0.013500
5.000000,0.229860,-0.293630,0.905980,0.233780,-0.209190,0.782330,0.215940,-0.180630,0.377330,-0.136900,-0.205340,0.216390,-0.150880,-0.210680,0.073310,0.253670,-0.396080,0.809480,0.437870,-0.357650,0.445390,0.389790,-0.327460,0.065660,0.523450,-0.342180,0.013130
6.000000,0.239600,-0.294120,0.907780,0.243770,-0.209640,0.784100,0.234200,-0.180450,0.379090,-0.118220,-0.204250,0.218130,-0.130780,-0.209420,0.074940,0.263460,-0.396570,0.811090,0.442350,-0.357750,0.444950,0.390070,-0.327290,0.065680,0.523290,-0.342160,0.012840
7.000000,0.249310,-0.294600,0.909760,0.253640,-0.210010,0.786070,0.252500,-0.180280,0.381170,-0.099190,-0.203130,0.219310,-0.109860,-0.208140,0.076030,0.273160,-0.396990,0.812830,0.446510,-0.357860,0.444590,0.390270,-0.327170,0.065750,0.523100,-0.342140,0.012580
8.000000,0.259000,-0.295040,0.911890,0.263420,-0.210300,0.788220,0.270810,-0.180130,0.383540,-0.079810,-0.202030,0.219960,-0.088160,-0.206860,0.076580,0.282760,-0.397340,0.814720,0.450360,-0.357990,0.444310,0.390400,-0.327130,0.065850,0.522900,-0.342140,0.012370
9.000000,0.268680,-0.295450,0.914170,0.273130,-0.210520,0.790550,0.289140,-0.180000,0.386180,-0.060090,-0.200950,0.220060,-0.065740,-0.205570,0.076620,0.292290,-0.397630,0.816730,0.453910,-0.358130,0.444090,0.390460,-0.327130,0.065990,0.522680,-0.342140,0.012190
10.000000,0.278350,-0.295830,0.916580,0.282770,-0.210680,0.793030,0.307450,-0.179900,0.389070,-0.040050,-0.199940,0.219640,-0.042630,-0.204270,0.076180,0.301740,-0.397850,0.818870,0.457190,-0.358310,0.443900,0.390450,-0.327180,0.066180,0.522450,-0.342160,0.012020
