Frame,Pelvis_X,Pelvis_Y,Pelvis_Z,L_Hip_X,L_Hip_Y,L_Hip_Z,L_Knee_X,L_Knee_Y,L_Knee_Z,L_Ankle_X,L_Ankle_Y,L_Ankle_Z,L_Toe_X,L_Toe_Y,L_Toe_Z,R_Hip_X,R_Hip_Y,R_Hip_Z,R_Knee_X,R_Knee_Y,R_Knee_Z,R_Ankle_X,R_Ankle_Y,R_Ankle_Z,R_Toe_X,R_Toe_Y,R_Toe_Z
1.000000,0.574370,-0.294330,0.887500,0.592000,-0.217960,0.759590,0.702380,-0.213240,0.382610,0.345350,-0.215550,0.481130,0.226580,-0.209810,0.396650,0.561650,-0.401960,0.795430,0.698480,-0.375720,0.414970,0.541040,-0.316550,0.068190,0.663910,-0.340360,0.003150
2.000000,0.598900,-0.294640,0.888260,0.616160,-0.217410,0.760740,0.743870,-0.213110,0.388960,0.382980,-0.216080,0.471810,0.269460,-0.209780,0.380950,0.586230,-0.401720,0.795320,0.708700,-0.375220,0.410320,0.541110,-0.315740,0.068790,0.663200,-0.340450,0.002950
3.000000,0.623750,-0.294950,0.889390,0.640670,-0.216710,0.762330,0.784950,-0.213160,0.396300,0.420460,-0.216680,0.461930,0.312900,-0.209860,0.364480,0.611410,-0.401400,0.795420,0.717880,-0.374590,0.406010,0.541200,-0.314990,0.069620,0.662480,-0.340520,0.002740
4.000000,0.648900,-0.295240,0.890860,0.665520,-0.215860,0.764340,0.825500,-0.213370,0.404540,0.457900,-0.217350,0.451520,0.356990,-0.210030,0.347390,0.637160,-0.400990,0.795720,0.726170,-0.373850,0.402260,0.541370,-0.314340,0.070780,0.661760,-0.340550,0.002500
5.000000,0.674370,-0.295510,0.892650,0.690710,-0.214860,0.766760,0.865390,-0.213750,0.413560,0.495380,-0.218120,0.440570,0.401780,-0.210270,0.329840,0.663440,-0.400470,0.796200,0.733730,-0.373040,0.399240,0.541700,-0.313840,0.072370,0.661050,-0.340550,0.002210
6.000000,0.700150,-0.295760,0.894720,0.716220,-0.213700,0.769560,0.904530,-0.214270,0.423220,0.533020,-0.218980,0.429110,0.447340,-0.210560,0.311970,0.690190,-0.399820,0.796850,0.740740,-0.372180,0.397140,0.542270,-0.313530,0.074480,0.660350,-0.340520,0.001870
7.000000,0.726230,-0.295990,0.897060,0.742030,-0.212390,0.772710,0.942840,-0.214930,0.433360,0.570920,-0.219950,0.417150,0.493720,-0.210860,0.293920,0.717350,-0.399010,0.797660,0.747380,-0.371330,0.396050,0.543180,-0.313450,0.077180,0.659680,-0.340470,0.001470
8.000000,0.752590,-0.296190,0.899620,0.768100,-0.210920,0.776190,0.980250,-0.215700,0.443820,0.609160,-0.221010,0.404690,0.540960,-0.211170,0.275830,0.744860,-0.398050,0.798610,0.753830,-0.370520,0.396050,0.544550,-0.313640,0.080530,0.659060,-0.340420,0.001050
9.000000,0.779210,-0.296360,0.902380,0.794410,-0.209290,0.779970,1.016700,-0.216590,0.454430,0.647860,-0.222160,0.391770,0.589110,-0.211490,0.257840,0.772640,-0.396910,0.799680,0.760290,-0.369780,0.397170,0.546470,-0.314150,0.084560,0.658500,-0.340390,0.000620
10.000000,0.806070,-0.296510,0.905310,0.820920,-0.207530,0.784010,1.052170,-0.217560,0.465000,0.687080,-0.223370,0.378430,0.638180,-0.211810,0.240090,0.800620,-0.395590,0.800860,0.766940,-0.369130,0.399370,0.549060,-0.315000,0.089310,0.658030,-0.340400,0.000260
11.000000,0.833120,-0.296610,0.908370,0.847590,-0.205650,0.788280,1.086640,-0.218620,0.475370,0.726900,-0.224610,0.364710,0.688160,-0.212170,0.222740,0.828730,-0.394100,0.802140,0.773990,-0.368590,0.402620,0.552420,-0.316220,0.094760,0.657680,-0.340460,0.000020
12.000000,0.860330,-0.296680,0.911530,0.874370,-0.203680,0.792720,1.120110,-0.219750,0.485380,0.767390,-0.225830,0.350680,0.739030,-0.212590,0.205900,0.856900,-0.392460,0.803500,0.781620,-0.368160,0.406830,0.556640,-0.317820,0.100890,0.657450,-0.340600,0.000000
13.000000,0.887650,-0.296690,0.914750,0.901230,-0.201640,0.797280,1.152610,-0.220920,0.494880,0.808570,-0.227010,0.336430,0.790740,-0.213140,0.189680,0.885060,-0.390690,0.804950,0.790010,-0.367820,0.411890,0.561790,-0.319780,0.107690,0.657400,-0.340820,0.000310
14.000000,0.915050,-0.296650,0.918000,0.928130,-0.199570,0.801890,1.184180,-0.222120,0.503770,0.850460,-0.228130,0.322040,0.843220,-0.213840,0.174200,0.913130,-0.388820,0.806480,0.799350,-0.367560,0.417680,0.567900,-0.322050,0.115120,0.657540,-0.341120,0.001100
15.000000,0.942470,-0.296550,0.921240,0.955020,-0.197500,0.806490,1.214850,-0.223340,0.511950,0.893040,-0.229160,0.307600,0.896430,-0.214740,0.159520,0.941050,-0.386880,0.808070,0.809770,-0.367350,0.424040,0.574990,-0.324580,0.123150,0.657940,-0.341520,0.002510
16.000000,0.969870,-0.296400,0.924440,0.981870,-0.195490,0.811020,1.244660,-0.224540,0.519340,0.936280,-0.230100,0.293200,0.950270,-0.215880,0.145730,0.968780,-0.384930,0.809720,0.821400,-0.367170,0.430790,0.583030,-0.327300,0.131760,0.658630,-0.341990,0.004720
17.000000,0.997190,-0.296190,0.927570,1.008630,-0.193550,0.815410,1.273670,-0.225710,0.525890,0.980130,-0.230970,0.278910,1.004680,-0.217270,0.132890,0.996270,-0.383000,0.811430,0.834360,-0.366990,0.437750,0.591950,-0.330110,0.140940,0.659670,-0.342520,0.007880
18.000000,1.024410,-0.295940,0.930610,1.035280,-0.191740,0.819620,1.301890,-0.226830,0.531550,1.024520,-0.231770,0.264810,1.059560,-0.218940,0.121070,1.023470,-0.381150,0.813190,0.848720,-0.366780,0.444720,0.601660,-0.332910,0.150710,0.661130,-0.343080,0.012160
19.000000,1.051460,-0.295650,0.933540,1.061790,-0.190070,0.823580,1.329360,-0.227880,0.536290,1.069380,-0.232540,0.250960,1.114810,-0.220880,0.110330,1.050360,-0.379430,0.815010,0.864540,-0.366530,0.451500,0.612060,-0.335600,0.161080,0.663060,-0.343660,0.017740
20.000000,1.078310,-0.295340,0.936350,1.088110,-0.188580,0.827280,1.356090,-0.228830,0.540090,1.114640,-0.233290,0.237420,1.170300,-0.223070,0.100760,1.076930,-0.377860,0.816870,0.881840,-0.366220,0.457890,0.623050,-0.338090,0.172080,0.665530,-0.344210,0.024750
21.000000,1.104940,-0.295020,0.939010,1.114240,-0.187280,0.830660,1.382070,-0.229670,0.542940,1.160200,-0.234070,0.224250,1.225900,-0.225510,0.092420,1.103170,-0.376480,0.818770,0.900620,-0.365860,0.463720,0.634530,-0.340320,0.183760,0.668630,-0.344700,0.033300
22.000000,1.131310,-0.294720,0.941510,1.140150,-0.186200,0.833700,1.407310,-0.230370,0.544820,1.205980,-0.234890,0.211510,1.281420,-0.228140,0.085380,1.129090,-0.375330,0.820690,0.920830,-0.365430,0.468860,0.646450,-0.342250,0.196180,0.672430,-0.345120,0.043450
23.000000,1.157410,-0.294430,0.943830,1.165840,-0.185340,0.836400,1.431810,-0.230910,0.545730,1.251850,-0.235760,0.199280,1.336690,-0.230920,0.079690,1.154700,-0.374400,0.822620,0.942410,-0.364940,0.473230,0.658800,-0.343870,0.209390,0.677010,-0.345440,0.055200
24.000000,1.183240,-0.294170,0.945980,1.191320,-0.184680,0.838740,1.455580,-0.231280,0.545660,1.297670,-0.236690,0.187640,1.391480,-0.233770,0.075390,1.180050,-0.373710,0.824510,0.965260,-0.364380,0.476760,0.671650,-0.345180,0.223400,0.682440,-0.345650,0.068470
25.000000,1.208810,-0.293950,0.947920,1.216610,-0.184230,0.840730,1.478620,-0.231470,0.544630,1.343280,-0.237670,0.176700,1.445550,-0.236650,0.072480,1.205180,-0.373230,0.826330,0.989270,-0.363760,0.479470,0.685110,-0.346210,0.238230,0.688760,-0.345770,0.083160
26.000000,1.234130,-0.293780,0.949650,1.241730,-0.183960,0.842380,1.500960,-0.231470,0.542670,1.388490,-0.238680,0.166540,1.498650,-0.239460,0.070960,1.230140,-0.372960,0.828040,1.014310,-0.363070,0.481380,0.699360,-0.347010,0.253820,0.696010,-0.345780,0.099130
27.000000,1.259220,-0.293670,0.951140,1.266710,-0.183840,0.843700,1.522630,-0.231300,0.539830,1.433140,-0.239720,0.157250,1.550520,-0.242160,0.070760,1.254970,-0.372850,0.829570,1.040240,-0.362320,0.482530,0.714570,-0.347610,0.270090,0.704250,-0.345730,0.116230
28.000000,1.284110,-0.293620,0.952370,1.291570,-0.183860,0.844690,1.543690,-0.230960,0.536180,1.477000,-0.240810,0.148930,1.600890,-0.244670,0.071770,1.279710,-0.372890,0.830890,1.066930,-0.361500,0.482990,0.730940,-0.348040,0.286910,0.713560,-0.345630,0.134280
29.000000,1.308810,-0.293640,0.953330,1.316340,-0.183990,0.845380,1.564220,-0.230460,0.531840,1.519840,-0.241930,0.141640,1.649510,-0.246960,0.073860,1.304420,-0.373040,0.831940,1.094280,-0.360630,0.482810,0.748620,-0.348340,0.304150,0.724020,-0.345510,0.153120
30.000000,1.333360,-0.293730,0.953990,1.341030,-0.184200,0.845770,1.584290,-0.229830,0.526930,1.561410,-0.243080,0.135400,1.696130,-0.248970,0.076830,1.329100,-0.373270,0.832680,1.122190,-0.359730,0.482030,0.767760,-0.348520,0.321620,0.735770,-0.345420,0.172570
31.000000,1.357780,-0.293900,0.954330,1.365670,-0.184480,0.845860,1.604010,-0.229070,0.521590,1.601460,-0.244230,0.130180,1.740550,-0.250700,0.080450,1.353790,-0.373570,0.833100,1.150590,-0.358810,0.480690,0.788460,-0.348610,0.339170,0.748940,-0.345370,0.192450
32.000000,1.382090,-0.294140,0.954340,1.390240,-0.184800,0.845680,1.623500,-0.228210,0.516000,1.639780,-0.245380,0.125900,1.782580,-0.252120,0.084440,1.378490,-0.373920,0.833170,1.179430,-0.357900,0.478800,0.810790,-0.348610,0.356610,0.763690,-0.345380,0.212590
33.000000,1.406310,-0.294460,0.954020,1.414750,-0.185160,0.845210,1.642870,-0.227250,0.510320,1.676190,-0.246470,0.122400,1.822070,-0.253250,0.088500,1.403210,-0.374300,0.832880,1.208700,-0.357020,0.476400,0.834790,-0.348530,0.373750,0.780150,-0.345470,0.232790
34.000000,1.430450,-0.294840,0.953340,1.439200,-0.185550,0.844470,1.662250,-0.226220,0.504710,1.710560,-0.247490,0.119510,1.858900,-0.254110,0.092280,1.427940,-0.374720,0.832250,1.238380,-0.356200,0.473470,0.860500,-0.348390,0.390420,0.798450,-0.345650,0.252840
35.000000,1.454520,-0.295290,0.952320,1.463560,-0.185970,0.843460,1.681730,-0.225120,0.499300,1.742820,-0.248400,0.117020,1.893030,-0.254730,0.095470,1.452660,-0.375160,0.831280,1.268490,-0.355470,0.470050,0.887910,-0.348200,0.406410,0.818650,-0.345930,0.272530
36.000000,1.478530,-0.295800,0.950960,1.487830,-0.186420,0.842180,1.701430,-0.223980,0.494210,1.772920,-0.249190,0.114690,1.924410,-0.255120,0.097750,1.477360,-0.375630,0.829980,1.299050,-0.354860,0.466130,0.916980,-0.347980,0.421560,0.840810,-0.346320,0.291640
37.000000,1.502480,-0.296360,0.949270,1.511990,-0.186900,0.840630,1.721420,-0.222800,0.489500,1.800850,-0.249860,0.112330,1.953060,-0.255340,0.098850,1.502030,-0.376140,0.828380,1.330080,-0.354410,0.461760,0.947640,-0.347750,0.435710,0.864930,-0.346830,0.309970
38.000000,1.526360,-0.296950,0.947260,1.536020,-0.187420,0.838820,1.741740,-0.221620,0.485210,1.826590,-0.250420,0.109750,1.979020,-0.255390,0.098540,1.526650,-0.376680,0.826490,1.361620,-0.354130,0.456940,0.979790,-0.347520,0.448720,0.890950,-0.347470,0.327320
39.000000,1.550190,-0.297570,0.944950,1.559940,-0.187970,0.836760,1.762430,-0.220430,0.481340,1.850160,-0.250890,0.106810,2.002340,-0.255320,0.096690,1.551210,-0.377260,0.824330,1.393680,-0.354060,0.451720,1.013300,-0.347320,0.460480,0.918820,-0.348230,0.343510
40.000000,1.573960,-0.298210,0.942370,1.583730,-0.188540,0.834460,1.783490,-0.219250,0.477850,1.871590,-0.251310,0.103410,2.023090,-0.255140,0.093240,1.575720,-0.377850,0.821910,1.426290,-0.354220,0.446160,1.048050,-0.347160,0.470910,0.948420,-0.349120,0.358390
41.000000,1.597660,-0.298840,0.939520,1.607400,-0.189120,0.831930,1.804900,-0.218090,0.474670,1.890930,-0.251740,0.099530,2.041340,-0.254890,0.088230,1.600170,-0.378450,0.819240,1.459470,-0.354610,0.440300,1.083880,-0.347060,0.479960,0.979630,-0.350130,0.371830
